"plec","waga","woj","region66","internet_zawodowo","samotnosc","internet_h","rok"
"mężczyzna",0.850055827721213,"Dolnośląskie",2,"NIE","NIE",30,"2005"
"kobieta",1.02215199935891,"Dolnośląskie",2,"TAK","NIE",7,"2005"
"kobieta",0.822295854143824,"Dolnośląskie",3,"NIE","NIE",3,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",3,"TAK","NIE",28,"2005"
"kobieta",1.0948545789736,"Dolnośląskie",3,"NIE","TAK",5,"2005"
"kobieta",0.784044666363826,"Dolnośląskie",3,"NIE","NIE",2,"2005"
"kobieta",0.822295854143824,"Dolnośląskie",3,"NIE","TAK",1,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",3,"NIE","NIE",2,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",3,"TAK","NIE",40,"2005"
"kobieta",0.918059492991893,"Dolnośląskie",3,"NIE","NIE",1,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",3,"NIE","NIE",4,"2005"
"mężczyzna",1.09196116318853,"Dolnośląskie",3,"NIE","NIE",9,"2005"
"kobieta",1.0948545789736,"Dolnośląskie",310,"TAK","NIE",2,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",310,"NIE","NIE",20,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",310,"NIE","NIE",2,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",310,"NIE","NIE",3,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",310,"NIE","NIE",2,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",310,"NIE","TAK",10,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",310,"NIE","TAK",15,"2005"
"kobieta",0.918059492991893,"Dolnośląskie",310,"NIE","TAK",1,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",310,"NIE","TAK",10,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",310,"TAK","NIE",10,"2005"
"mężczyzna",1.11580816388919,"Dolnośląskie",310,"NIE","NIE",10,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",310,"NIE","NIE",1,"2005"
"mężczyzna",1.11580816388919,"Dolnośląskie",310,"NIE","NIE",5,"2005"
"kobieta",1.31119113727592,"Dolnośląskie",310,"NIE","NIE",4,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",310,"NIE","NIE",8,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",310,"NIE","NIE",30,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",310,"NIE","NIE",21,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",310,"NIE","NIE",8,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",310,"NIE","NIE",30,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",310,"NIE","NIE",2,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",310,"NIE","NIE",80,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",310,"NIE","NIE",2,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",310,"NIE","TAK",5,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",310,"NIE","NIE",3,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",310,"NIE","TAK",15,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",310,"NIE","NIE",3,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",310,"NIE","TAK",15,"2005"
"mężczyzna",1.09196116318853,"Dolnośląskie",310,"TAK","NIE",15,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",310,"NIE","NIE",6,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",310,"NIE","TAK",5,"2005"
"kobieta",0.918059492991893,"Dolnośląskie",310,"TAK","TAK",4,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",310,"TAK","NIE",1,"2005"
"mężczyzna",1.02416152076931,"Dolnośląskie",310,"NIE","NIE",10,"2005"
"mężczyzna",1.11580816388919,"Dolnośląskie",310,"NIE","TAK",10,"2005"
"mężczyzna",1.11580816388919,"Dolnośląskie",310,"TAK","NIE",10,"2005"
"kobieta",1.0948545789736,"Dolnośląskie",310,"TAK","NIE",8,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",310,"NIE","NIE",40,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",310,"NIE","NIE",1,"2005"
"kobieta",0.918059492991893,"Dolnośląskie",310,"NIE","TAK",12,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",310,"TAK","NIE",10,"2005"
"kobieta",1.0948545789736,"Dolnośląskie",310,"NIE","TAK",2,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",310,"TAK","TAK",14,"2005"
"mężczyzna",1.23913576126451,"Dolnośląskie",310,"TAK","NIE",10,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",1,"NIE","NIE",1,"2005"
"kobieta",0.918059492991893,"Dolnośląskie",1,"NIE","NIE",2,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",1,"NIE","NIE",4,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",1,"NIE","NIE",5,"2005"
"mężczyzna",1.09196116318853,"Dolnośląskie",1,"NIE","TAK",10,"2005"
"kobieta",1.14300912451709,"Dolnośląskie",1,"NIE","NIE",30,"2005"
"kobieta",0.830995231795584,"Dolnośląskie",1,"NIE","NIE",2,"2005"
"mężczyzna",1,"Dolnośląskie",1,"NIE","NIE",40,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",1,"NIE","NIE",1,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",1,"NIE","NIE",20,"2005"
"kobieta",0.918059492991893,"Dolnośląskie",1,"NIE","NIE",5,"2005"
"mężczyzna",1.02071335913206,"Dolnośląskie",1,"NIE","NIE",5,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",1,"NIE","NIE",1,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",1,"NIE","NIE",3,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",2,"NIE","NIE",4,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",2,"TAK","NIE",5,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",2,"NIE","NIE",15,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",2,"NIE","NIE",6,"2005"
"mężczyzna",0.962640519711534,"Dolnośląskie",2,"NIE","NIE",6,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",2,"NIE","NIE",10,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",2,"TAK","NIE",1,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",2,"TAK","NIE",3,"2005"
"kobieta",1.02416152076931,"Dolnośląskie",2,"NIE","NIE",3,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",2,"TAK","NIE",80,"2005"
"mężczyzna",1.25855888824751,"Dolnośląskie",2,"NIE","NIE",10,"2005"
"mężczyzna",0.845852922421346,"Dolnośląskie",2,"NIE","NIE",15,"2005"
"kobieta",0.784044666363826,"Dolnośląskie",2,"NIE","NIE",5,"2005"
"kobieta",0.822295854143824,"Dolnośląskie",2,"NIE","NIE",3,"2005"
"kobieta",1.05900130582769,"Dolnośląskie",1,"NIE","NIE",2,"2005"
"kobieta",0.784044666363826,"Dolnośląskie",1,"NIE","NIE",1,"2005"
"mężczyzna",1.06073025894941,"Dolnośląskie",2,"NIE","TAK",10,"2005"
"kobieta",1.19428122539882,"Dolnośląskie",2,"NIE","NIE",21,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",2,"NIE","NIE",2,"2005"
"kobieta",0.918059492991893,"Dolnośląskie",2,"NIE","NIE",8,"2005"
"mężczyzna",0.957677120811974,"Dolnośląskie",2,"NIE","NIE",5,"2005"
"kobieta",0.822295854143824,"Dolnośląskie",4,"TAK","NIE",6,"2005"
"mężczyzna",0.962640519711534,"Dolnośląskie",4,"NIE","NIE",2,"2005"
"kobieta",0.822295854143824,"Dolnośląskie",4,"NIE","TAK",1,"2005"
"kobieta",0.822295854143824,"Dolnośląskie",4,"NIE","TAK",2,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"NIE","NIE",2,"2005"
"kobieta",1.06962262564445,"Kujawsko-Pomorskie",5,"NIE","NIE",20,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",5,"NIE","NIE",8,"2005"
"mężczyzna",0.785287553410994,"Kujawsko-Pomorskie",6,"NIE","NIE",25,"2005"
"kobieta",0.639595472251977,"Kujawsko-Pomorskie",6,"NIE","TAK",5,"2005"
"mężczyzna",1.01084243846194,"Kujawsko-Pomorskie",6,"NIE","TAK",20,"2005"
"mężczyzna",0.91023621502981,"Kujawsko-Pomorskie",6,"NIE","NIE",15,"2005"
"kobieta",0.670799417080541,"Kujawsko-Pomorskie",6,"NIE","TAK",27,"2005"
"mężczyzna",0.785287553410994,"Kujawsko-Pomorskie",6,"NIE","NIE",15,"2005"
"mężczyzna",0.690016427100787,"Kujawsko-Pomorskie",6,"NIE","NIE",5,"2005"
"kobieta",0.670799417080541,"Kujawsko-Pomorskie",6,"NIE","NIE",2,"2005"
"kobieta",0.639595472251977,"Kujawsko-Pomorskie",6,"NIE","NIE",1,"2005"
"mężczyzna",0.785287553410994,"Kujawsko-Pomorskie",5,"NIE","NIE",1,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"NIE","NIE",10,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"NIE","NIE",7,"2005"
"mężczyzna",0.832661289561058,"Kujawsko-Pomorskie",7,"NIE","NIE",15,"2005"
"kobieta",0.748919953373019,"Kujawsko-Pomorskie",7,"NIE","NIE",3,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"TAK","TAK",4,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"NIE","NIE",4,"2005"
"mężczyzna",0.890782688554505,"Kujawsko-Pomorskie",7,"NIE","TAK",80,"2005"
"mężczyzna",1.0266871276847,"Kujawsko-Pomorskie",7,"NIE","NIE",15,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"NIE","TAK",5,"2005"
"kobieta",0.974251719488355,"Kujawsko-Pomorskie",7,"NIE","NIE",1,"2005"
"mężczyzna",0.781238590897337,"Kujawsko-Pomorskie",7,"NIE","NIE",5,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",7,"NIE","NIE",10,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"NIE","NIE",20,"2005"
"kobieta",0.670799417080541,"Kujawsko-Pomorskie",7,"NIE","NIE",10,"2005"
"kobieta",0.932425781523763,"Kujawsko-Pomorskie",7,"NIE","NIE",10,"2005"
"mężczyzna",0.681156153464871,"Kujawsko-Pomorskie",7,"NIE","NIE",4,"2005"
"mężczyzna",0.681156153464871,"Kujawsko-Pomorskie",7,"NIE","NIE",10,"2005"
"mężczyzna",0.785287553410994,"Kujawsko-Pomorskie",7,"NIE","NIE",10,"2005"
"mężczyzna",0.781238590897337,"Kujawsko-Pomorskie",5,"NIE","NIE",1,"2005"
"kobieta",0.748919953373019,"Kujawsko-Pomorskie",5,"NIE","NIE",6,"2005"
"kobieta",0.893143033206874,"Kujawsko-Pomorskie",5,"TAK","NIE",8,"2005"
"mężczyzna",0.690016427100787,"Kujawsko-Pomorskie",5,"TAK","NIE",7,"2005"
"kobieta",0.932425781523763,"Kujawsko-Pomorskie",5,"NIE","NIE",10,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",5,"NIE","TAK",4,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",6,"NIE","NIE",10,"2005"
"kobieta",1.06962262564445,"Kujawsko-Pomorskie",6,"NIE","NIE",3,"2005"
"kobieta",0.670799417080541,"Kujawsko-Pomorskie",6,"NIE","TAK",2,"2005"
"mężczyzna",0.77435435768314,"Kujawsko-Pomorskie",6,"NIE","NIE",2,"2005"
"kobieta",0.974251719488355,"Kujawsko-Pomorskie",5,"TAK","NIE",12,"2005"
"mężczyzna",0.781238590897337,"Kujawsko-Pomorskie",5,"TAK","NIE",8,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",5,"NIE","TAK",20,"2005"
"mężczyzna",0.785287553410994,"Kujawsko-Pomorskie",7,"NIE","NIE",4,"2005"
"kobieta",0.670799417080541,"Kujawsko-Pomorskie",7,"NIE","NIE",3,"2005"
"kobieta",0.670799417080541,"Kujawsko-Pomorskie",7,"NIE","NIE",4,"2005"
"kobieta",0.932425781523763,"Kujawsko-Pomorskie",7,"NIE","NIE",1,"2005"
"kobieta",0.932425781523763,"Kujawsko-Pomorskie",7,"NIE","NIE",1,"2005"
"kobieta",0.670799417080541,"Kujawsko-Pomorskie",7,"NIE","NIE",1,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",7,"NIE","NIE",24,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",6,"NIE","NIE",15,"2005"
"kobieta",0.893143033206874,"Kujawsko-Pomorskie",6,"NIE","TAK",5,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",6,"NIE","NIE",24,"2005"
"kobieta",0.748919953373019,"Kujawsko-Pomorskie",6,"NIE","TAK",1,"2005"
"mężczyzna",1.0266871276847,"Kujawsko-Pomorskie",6,"NIE","NIE",5,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",6,"NIE","TAK",2,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",6,"NIE","NIE",5,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",6,"NIE","TAK",4,"2005"
"kobieta",0.974251719488355,"Kujawsko-Pomorskie",6,"NIE","NIE",4,"2005"
"kobieta",0.748919953373019,"Kujawsko-Pomorskie",5,"NIE","NIE",8,"2005"
"kobieta",0.893143033206874,"Kujawsko-Pomorskie",6,"NIE","NIE",1,"2005"
"kobieta",0.974251719488355,"Kujawsko-Pomorskie",6,"NIE","NIE",30,"2005"
"mężczyzna",0.865305638837019,"Kujawsko-Pomorskie",6,"NIE","NIE",5,"2005"
"kobieta",0.893143033206874,"Kujawsko-Pomorskie",6,"NIE","TAK",10,"2005"
"mężczyzna",1.0266871276847,"Kujawsko-Pomorskie",6,"TAK","NIE",35,"2005"
"kobieta",0.893143033206874,"Kujawsko-Pomorskie",7,"NIE","NIE",10,"2005"
"kobieta",0.835474175950564,"Kujawsko-Pomorskie",7,"NIE","NIE",3,"2005"
"kobieta",0.974251719488355,"Kujawsko-Pomorskie",7,"TAK","NIE",1,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",8,"NIE","NIE",29,"2005"
"mężczyzna",1.41443991254869,"Lubelskie",11,"NIE","NIE",8,"2005"
"kobieta",1.24974685046345,"Lubelskie",11,"TAK","TAK",2,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",11,"NIE","NIE",90,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",11,"NIE","NIE",2,"2005"
"kobieta",1.04794004787403,"Lubelskie",11,"NIE","NIE",6,"2005"
"mężczyzna",0.965518203104553,"Lubelskie",9,"TAK","TAK",4,"2005"
"kobieta",0.894965752739009,"Lubelskie",9,"TAK","NIE",1,"2005"
"mężczyzna",1.43661088597231,"Lubelskie",10,"TAK","NIE",4,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",10,"NIE","NIE",10,"2005"
"mężczyzna",1.27366480016845,"Lubelskie",10,"NIE","NIE",5,"2005"
"kobieta",1.24974685046345,"Lubelskie",10,"NIE","NIE",3,"2005"
"mężczyzna",1.09882808250738,"Lubelskie",10,"NIE","NIE",8,"2005"
"mężczyzna",1.09882808250738,"Lubelskie",10,"NIE","NIE",10,"2005"
"mężczyzna",0.953120301918478,"Lubelskie",10,"TAK","NIE",3,"2005"
"kobieta",0.938628447650833,"Lubelskie",10,"NIE","NIE",12,"2005"
"kobieta",0.948558551639138,"Lubelskie",9,"NIE","NIE",2,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",9,"NIE","NIE",4,"2005"
"mężczyzna",1.43661088597231,"Lubelskie",9,"NIE","TAK",10,"2005"
"kobieta",1.36323967463244,"Lubelskie",9,"NIE","NIE",3,"2005"
"mężczyzna",1.41443991254869,"Lubelskie",8,"NIE","TAK",2,"2005"
"mężczyzna",1.41443991254869,"Lubelskie",11,"NIE","NIE",4,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",8,"NIE","NIE",3,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","TAK",20,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"TAK","NIE",4,"2005"
"mężczyzna",1.41443991254869,"Lubelskie",10,"NIE","NIE",6,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"NIE","NIE",2,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"NIE","NIE",2,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","TAK",4,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","NIE",2,"2005"
"kobieta",1.36323967463244,"Lubelskie",10,"NIE","NIE",3,"2005"
"mężczyzna",1.27366480016845,"Lubelskie",10,"NIE","NIE",1,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","TAK",14,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"NIE","NIE",50,"2005"
"kobieta",1.16905263907032,"Lubelskie",10,"NIE","TAK",9,"2005"
"mężczyzna",1.43661088597231,"Lubelskie",10,"NIE","NIE",2,"2005"
"kobieta",1.36323967463244,"Lubelskie",10,"TAK","NIE",1,"2005"
"mężczyzna",1.27366480016845,"Lubelskie",10,"NIE","NIE",10,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"TAK","TAK",10,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",10,"TAK","TAK",7,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","TAK",3,"2005"
"kobieta",1.36323967463244,"Lubelskie",10,"NIE","NIE",5,"2005"
"kobieta",1.16905263907032,"Lubelskie",10,"NIE","NIE",2,"2005"
"mężczyzna",1.27366480016845,"Lubelskie",10,"TAK","NIE",4,"2005"
"kobieta",1.24974685046345,"Lubelskie",10,"NIE","TAK",7,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"NIE","NIE",2,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","TAK",2,"2005"
"mężczyzna",1.43661088597231,"Lubelskie",10,"NIE","NIE",3,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",10,"TAK","NIE",14,"2005"
"mężczyzna",1.21079486332885,"Lubelskie",10,"NIE","NIE",1,"2005"
"kobieta",1.49668917282364,"Lubelskie",10,"NIE","NIE",5,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"NIE","NIE",2,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","NIE",7,"2005"
"kobieta",1.04794004787403,"Lubelskie",10,"NIE","NIE",25,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"NIE","NIE",3,"2005"
"kobieta",1.16905263907032,"Lubelskie",10,"TAK","NIE",2,"2005"
"kobieta",1.16905263907032,"Lubelskie",10,"NIE","NIE",10,"2005"
"kobieta",1.24974685046345,"Lubelskie",10,"NIE","TAK",5,"2005"
"mężczyzna",1.09316249708495,"Lubelskie",10,"NIE","NIE",15,"2005"
"kobieta",1.16905263907032,"Lubelskie",10,"NIE","NIE",2,"2005"
"kobieta",1.36323967463244,"Lubelskie",11,"NIE","NIE",1,"2005"
"mężczyzna",0.490342873936614,"Lubuskie",12,"NIE","NIE",2,"2005"
"mężczyzna",0.565303790984629,"Lubuskie",12,"TAK","NIE",5,"2005"
"kobieta",0.460424647748638,"Lubuskie",12,"NIE","TAK",1,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",13,"NIE","TAK",1,"2005"
"mężczyzna",0.565303790984629,"Lubuskie",12,"NIE","TAK",10,"2005"
"kobieta",0.601431560812512,"Lubuskie",12,"NIE","NIE",1,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",12,"NIE","NIE",1,"2005"
"kobieta",0.601431560812512,"Lubuskie",12,"NIE","TAK",56,"2005"
"mężczyzna",0.565303790984629,"Lubuskie",12,"NIE","NIE",2,"2005"
"kobieta",0.482887385415423,"Lubuskie",12,"NIE","NIE",2,"2005"
"mężczyzna",0.557433327527406,"Lubuskie",12,"NIE","NIE",1,"2005"
"kobieta",0.601431560812512,"Lubuskie",12,"NIE","NIE",15,"2005"
"kobieta",0.701333146065817,"Lubuskie",13,"NIE","TAK",8,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",13,"NIE","NIE",3,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",13,"TAK","NIE",10,"2005"
"kobieta",0.642945555892581,"Lubuskie",13,"NIE","NIE",2,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",13,"NIE","NIE",10,"2005"
"mężczyzna",0.727673652878605,"Lubuskie",13,"NIE","NIE",12,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",13,"NIE","NIE",4,"2005"
"kobieta",0.840888160993116,"Lubuskie",13,"NIE","NIE",6,"2005"
"mężczyzna",1.087,"Lubuskie",13,"NIE","NIE",20,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",13,"NIE","NIE",1,"2005"
"mężczyzna",0.64124641807457,"Lubuskie",13,"NIE","TAK",10,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",13,"NIE","NIE",3,"2005"
"mężczyzna",0.727673652878605,"Lubuskie",13,"NIE","NIE",1,"2005"
"kobieta",0.539123900470408,"Lubuskie",12,"NIE","NIE",4,"2005"
"mężczyzna",0.64124641807457,"Lubuskie",12,"TAK","NIE",24,"2005"
"kobieta",0.701333146065817,"Lubuskie",12,"NIE","NIE",4,"2005"
"mężczyzna",0.73907974590236,"Lubuskie",12,"TAK","NIE",50,"2005"
"kobieta",1,"Lubuskie",12,"NIE","NIE",3,"2005"
"kobieta",0.482887385415423,"Lubuskie",12,"NIE","NIE",1,"2005"
"mężczyzna",0.64124641807457,"Lubuskie",13,"NIE","NIE",6,"2005"
"kobieta",0.539123900470408,"Lubuskie",13,"NIE","TAK",1,"2005"
"kobieta",0.539123900470408,"Lubuskie",13,"TAK","TAK",5,"2005"
"mężczyzna",0.73907974590236,"Lubuskie",13,"NIE","TAK",2,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",13,"NIE","NIE",10,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",13,"NIE","NIE",20,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",13,"NIE","NIE",20,"2005"
"kobieta",0.642945555892581,"Lubuskie",13,"NIE","NIE",7,"2005"
"kobieta",0.701333146065817,"Lubuskie",13,"NIE","NIE",1,"2005"
"mężczyzna",0.565303790984629,"Lubuskie",13,"NIE","NIE",2,"2005"
"mężczyzna",0.64124641807457,"Lubuskie",13,"NIE","NIE",2,"2005"
"mężczyzna",0.73907974590236,"Lubuskie",13,"NIE","NIE",1,"2005"
"kobieta",0.621890976520975,"Lubuskie",13,"NIE","NIE",1,"2005"
"mężczyzna",0.565303790984629,"Lubuskie",13,"NIE","NIE",4,"2005"
"kobieta",0.487996032999903,"Lubuskie",13,"NIE","NIE",21,"2005"
"kobieta",0.539123900470408,"Lubuskie",12,"NIE","TAK",7,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",12,"TAK","NIE",10,"2005"
"mężczyzna",0.562389070321373,"Lubuskie",12,"NIE","NIE",4,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",12,"NIE","NIE",7,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",12,"TAK","NIE",10,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",12,"NIE","NIE",3,"2005"
"kobieta",0.701333146065817,"Lubuskie",12,"NIE","NIE",10,"2005"
"kobieta",0.769987659390903,"Lubuskie",12,"NIE","TAK",2,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",12,"NIE","NIE",3,"2005"
"kobieta",0.701333146065817,"Lubuskie",12,"NIE","NIE",1,"2005"
"mężczyzna",0.73907974590236,"Lubuskie",12,"NIE","NIE",3,"2005"
"mężczyzna",0.62290629193117,"Lubuskie",12,"NIE","TAK",5,"2005"
"kobieta",0.701333146065817,"Lubuskie",12,"NIE","NIE",1,"2005"
"mężczyzna",0.73907974590236,"Lubuskie",12,"NIE","NIE",4,"2005"
"kobieta",0.701333146065817,"Lubuskie",12,"NIE","TAK",8,"2005"
"mężczyzna",0.73907974590236,"Lubuskie",12,"NIE","NIE",40,"2005"
"kobieta",0.701333146065817,"Lubuskie",12,"NIE","NIE",3,"2005"
"kobieta",0.769987659390903,"Lubuskie",12,"NIE","TAK",3,"2005"
"kobieta",0.701333146065817,"Lubuskie",13,"NIE","NIE",5,"2005"
"kobieta",1.187,"Lubuskie",13,"NIE","NIE",3,"2005"
"kobieta",0.539123900470408,"Lubuskie",13,"NIE","TAK",5,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",13,"NIE","NIE",30,"2005"
"kobieta",0.701333146065817,"Lubuskie",13,"TAK","NIE",50,"2005"
"kobieta",0.642945555892581,"Lubuskie",13,"NIE","NIE",7,"2005"
"mężczyzna",0.562389070321373,"Lubuskie",13,"NIE","NIE",5,"2005"
"kobieta",0.539123900470408,"Lubuskie",13,"NIE","NIE",2,"2005"
"kobieta",0.601431560812512,"Lubuskie",13,"NIE","NIE",10,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",13,"NIE","NIE",3,"2005"
"kobieta",0.642945555892581,"Lubuskie",13,"TAK","NIE",10,"2005"
"kobieta",0.642945555892581,"Lubuskie",13,"NIE","TAK",5,"2005"
"mężczyzna",0.727673652878605,"Lubuskie",13,"NIE","TAK",25,"2005"
"kobieta",0.562389070321373,"Lubuskie",13,"NIE","NIE",6,"2005"
"mężczyzna",0.727673652878605,"Lubuskie",13,"TAK","NIE",5,"2005"
"kobieta",0.621890976520975,"Lubuskie",13,"NIE","NIE",4,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",13,"NIE","NIE",3,"2005"
"mężczyzna",0.655250399440048,"Lubuskie",13,"NIE","TAK",1,"2005"
"kobieta",0.769987659390903,"Lubuskie",13,"NIE","NIE",10,"2005"
"kobieta",1.03402699301517,"Łódzkie",15,"NIE","TAK",10,"2005"
"mężczyzna",1.07864904297806,"Łódzkie",15,"NIE","TAK",2,"2005"
"mężczyzna",1.07864904297806,"Łódzkie",15,"NIE","NIE",3,"2005"
"kobieta",1.03402699301517,"Łódzkie",15,"NIE","NIE",8,"2005"
"mężczyzna",1.19471965426465,"Łódzkie",15,"NIE","NIE",6,"2005"
"kobieta",1.15353162378583,"Łódzkie",15,"NIE","NIE",8,"2005"
"mężczyzna",1.08423940882954,"Łódzkie",17,"NIE","NIE",4,"2005"
"kobieta",0.935964942689306,"Łódzkie",17,"NIE","NIE",1,"2005"
"mężczyzna",1.06914404456317,"Łódzkie",17,"NIE","NIE",2,"2005"
"mężczyzna",1.06914404456317,"Łódzkie",17,"NIE","NIE",1,"2005"
"mężczyzna",1.19471965426465,"Łódzkie",17,"NIE","TAK",4,"2005"
"mężczyzna",1.22989558594015,"Łódzkie",17,"TAK","NIE",15,"2005"
"kobieta",0.926166676473423,"Łódzkie",17,"NIE","NIE",2,"2005"
"kobieta",0.926166676473423,"Łódzkie",14,"NIE","NIE",2,"2005"
"kobieta",1.23315449241257,"Łódzkie",14,"TAK","NIE",40,"2005"
"mężczyzna",1.39566099467283,"Łódzkie",15,"NIE","TAK",1,"2005"
"kobieta",1.28739182703898,"Łódzkie",15,"NIE","TAK",2,"2005"
